JINA_ID   Ref      Name                       Simbad_Identifier                    Fe/H    Mg/Fe  
2556      COH13    HE0009-6039                UCAC4_149-000191                     -3.29   0.01   
2557      COH13    HE0411-5725                UCAC4_164-003972                     -3.08   0.33   
2558      COH13    HE0533-5340                UCAC4_182-005827                     -2.67   -0.26  
2559      COH13    HE0312-5200                UCAC4_191-003009                     -3.11   0.2    
2560      COH13    HE2339-5105                UCAC4_196-198545                     -2.88   0.43   
2561      COH13    HE2122-4707                UCAC4_216-194807                     -2.42   0.38   
2562      COH13    HE0017-4346                UCAC4_233-000355                     -3.07   0.86   
2563      BAR05    HE0039-4154                UCAC4_242-000737                     -3.36   0.53   
2564      COH13    HE0039-4154                UCAC4_242-000737                     -3.18   0.52   
2566      COH13    HE2217-4053                UCAC4_247-183622                     -3.37   0.04   
2567      COH13    HE2204-4034                UCAC4_249-182937                     -2.98   0.34   
2568      COH13    HE2209-3909                UCAC4_256-193894                     -3.47   0.44   
2569      COH13    HE0401-3835                UCAC4_258-004182                     -3.05   0.16   
2570      COH13    HE2155-3750                UCAC4_262-193743                     -2.59   0.53   
2571      COH13    HE2203-3723                UCAC4_265-194871                     -3.3    0.39   
2572      COH13    HE0313-3640                UCAC4_268-003398                     -3.63   0.19   
2573      COH13    HE0251-3216                UCAC4_290-002911                     -3.15   0.6    
2574      COH13    HE1111-3026                UCAC4_297-066269                     -2.0    0.42   
2578      COH13    HE1405-2512                UCAC4_323-073878                     -2.8    0.19   
2579      COH13    HE2215-2548                UCAC4_323-223299                     -3.01   0.26   
2580      COH13    HE0134-2504                UCAC4_326-001613                     -2.74   0.44   
2583      COH13    HE0406-2341                UCAC4_333-004853                     -2.99   0.5    
2584      COH13    HE0445-2339                UCAC4_333-006071                     -2.84   0.23   
2585      COH13    HE0025-2334                UCAC4_334-000575                     -2.8    0.16   
2586      COH13    HE0055-2314                UCAC4_336-001090                     -2.65   0.3    
2589      COH13    HE0028-2152                UCAC4_342-000586                     -2.72   0.47   
2591      COH13    HE0105-2202                UCAC4_342-001270                     -2.55   0.4    
2592      COH13    HE0221-2127                UCAC4_344-002559                     -2.45   0.03   
2594      COH13    HE0054-2123                UCAC4_345-001041                     -2.51   0.21   
2595      COH13    HE2244-2116                UCAC4_345-203570                     -2.35   0.36   
2597      COH13    HE2341-2029                UCAC4_349-192663                     -2.53   0.29   
2598      COH13    HE2200-1946                UCAC4_353-193066                     -2.63   0.47   
2599      COH13    HE0447-1858                UCAC4_356-006281                     -2.56   0.22   
2600      COH13    HE0257-1837                UCAC4_358-003344                     -2.98   0.39   
2601      COH13    HE1432-1819                UCAC4_358-070119                     -2.56   0.58   
2602      COH13    HE0130-1749                UCAC4_363-001823                     -3.34   0.48   
2603      COH13    HE1133-1641                UCAC4_366-058908                     -2.82   0.26   
2604      COH13    HE2249-1704                UCAC4_366-186448                     -2.95   0.2    
2605      BAR05    HE1500-1628                UCAC4_367-066503                     -2.31   0.16   
2606      COH13    HE1500-1628                UCAC4_367-066503                     -2.38   0.34   
2607      COH13    HE0122-1616                UCAC4_370-001640                     -2.8    0.26   
2609      COH13    HE0508-1555                UCAC4_371-007255                     -2.43   0.38   
2610      BAR05    HE2314-1554                UCAC4_372-181197                     -3.27   0.48   
2611      COH13    HE2314-1554                UCAC4_372-181197                     -3.28   0.62   
2612      COH13    HE1439-1420                UCAC4_378-069857                     -2.97   0.41   
2615      COH13    HE0458-1346                UCAC4_382-006748                     -2.29   0.32   
2616      COH13    HE1258-1317                UCAC4_383-063743                     -2.9    0.46   
2618      COH13    HE2209-1240                UCAC4_388-146196                     -2.58   0.39   
2619      COH13    HE1226-1149                UCAC4_390-057146                     -2.91   0.3    
2620      COH13    HE1515-1055                UCAC4_395-060225                     -3.0    0.3    
2622      COH13    HE1347-1025                UCAC4_397-054981                     -3.48   0.4    
2623      COH13    HE1416-1032                UCAC4_397-056022                     -3.2    0.16   
2624      COH13    HE0332-1007                UCAC4_401-004347                     -2.9    0.47   
2625      COH13    HE0255-0859                UCAC4_407-003501                     -2.55   0.39   
2626      COH13    HE1422-0818                UCAC4_408-060306                     -3.29   0.82   
2627      COH13    HE2251-0821                UCAC4_410-143653                     -2.91   0.53   
2629      COH13    HE2357-0701                UCAC4_417-000002                     -3.17   0.1    
2631      COH13    HE1356-0622                UCAC4_417-057553                     -3.48   0.55   
2633      COH13    HE1141-0610                UCAC4_418-054821                     -2.28   0.41   
2635      COH13    HE0102-0633                UCAC4_419-001309                     -3.1    0.43   
2636      COH13    HE0048-0611                UCAC4_421-001046                     -2.66   0.45   
2637      COH13    HE0926-0546                UCAC4_421-051446                     -3.73   0.32   
2638      COH13    HE0317-0554                UCAC4_422-004173                     -2.75   0.31   
2639      COH13    HE1159-0525                UCAC4_422-055048                     -2.91   0.47   
2641      COH13    HE1346-0427                UCAC4_427-057119                     -3.39   0.29   
2643      COH13    HE0103-0357                UCAC4_432-001351                     -3.15   0.42   
2644      COH13    HE0037-0348                UCAC4_433-000850                     -3.15   0.51   
2647      COH13    HE0344-0243                UCAC4_438-005131                     -3.35   0.4    
2648      COH13    HE1439-0218                UCAC4_438-059829                     -2.65   0.4    
2649      COH13    HE1446-0140                UCAC4_441-059100                     -2.38   0.19   
2650      COH13    HE1357-0123                UCAC4_442-057223                     -3.8    0.54   
2651      COH13    HE1338-0052                UCAC4_445-056878                     -3.01   0.43   
2652      COH13    HE0349-0045                UCAC4_447-005241                     -2.23   0.02   
2653      COH13    HE0011-0035                UCAC4_449-000303                     -2.99   0.54   
2654      COH06    HE1410-0004                UCAC4_449-055625                     -3.07   0.57   
2655      COH13    HE1410-0004                UCAC4_449-055625                     -3.02   0.52   
2657      COH13    HE1320+0038                UCAC4_452-052732                     -2.66   0.39   
2658      COH13    HE0226+0103                UCAC4_457-003214                     -2.81   0.25   
2659      COH06    HE0336+0113                UCAC4_457-004973                     -2.73   1.03   
2660      COH13    HE0336+0113                UCAC4_457-004973                     -2.68   1.02   
2661      COH13    HE1320+0139                UCAC4_457-051441                     -3.38   -0.01  
2662      BAR05    HE1300+0157                UCAC4_459-050836                     -3.74   0.39   
2664      COH13    HE1300+0157                UCAC4_459-050836                     -3.49   0.32   
2667      COH13    HE0142+0147                UCAC4_461-002387                     -2.62   0.48   
2668      COH13    HE1045+0226                UCAC4_461-048651                     -2.2    0.26   
2669      COH13    HE1456+0230                UCAC4_462-052904                     -3.32   0.28   
2670      COH13    HE2236+0204                UCAC4_462-125965                     -2.86   0.44   
2675      COH13    BS16467-062                UCAC4_540-054307                     -3.46   0.22   
2679      COH13    BS16550-087                UCAC4_541-054640                     -3.39   0.62   
2682      COH13    BS16945-054                UCAC4_621-047707                     -2.31   0.36   
2685      COH13    BS16545-089                UCAC4_635-047506                     -3.53   0.35   
2690      IVA03    CS22966-043                V*_BX_Scl                            -1.93   -0.65  
2691      PRE00    CS22966-043                V*_BX_Scl                            -1.94   -0.68  
2692      PRE00    CS29499-057                V*_BY_Scl                            -2.31   0.54   
2695      ROE14b   CS22886-013                V*_FV_Aqr                            -2.58   0.46   
2696      SHE03    Car2                       V*_HO_And                            -1.58   0.19   
2698      FUL00    HIP21648                   V*_HP_Eri                            -1.86   0.67   
2699      JOH02a   HD29574                    V*_HP_Eri                            -1.86   0.88   
2700      PRE00    CS22871-040                V*_KT_Lib                            -1.64   0.67   
2701      SHE03    Car10                      V*_ST_Cas                            -1.92   0.02   
2702      FUL00    HIP57850                   V*_TY_Vir                            -1.76   0.41   
2703      SHE03    Car4                       V*_UX_Cas                            -1.57   0.22   
2706      JOH02a   HD165195                   V*_V2564_Oph                         -2.3    0.72   
2709      ROE14b   CS30312-062                V*_V456_Ser                          -2.64   0.23   
2712      FUL00    G90-36                     Wolf_1059                            -1.73   0.24   
2713      ROE14b   G15-10                     Wolf_1137                            -2.53   0.42   
2714      ROE14b   G188-30                    Wolf_1143                            -2.05   0.28   
2718      BAR05    G64-12                     Wolf_1492                            -3.44   0.53   
2728      ROE14b   G64-12                     Wolf_1492                            -3.58   0.5    
2730      RYA91    G64-12                     Wolf_1492                            -3.23   0.26   
2731      ROE14b   G199-66                    Wolf_481                             -2.14   0.31   
2732      NOR97a   G66-30                     Wolf_550                             -1.53   0.28   
2733      FUL00    G16-25                     Wolf_624                             -1.8    0.07   
2734      ROE14b   G16-25                     Wolf_624                             -2.08   0.13   
